GSM_ID,100152367_TGI_at,100148025_TGI_at,100122391_TGI_at,100146289_TGI_at,100160445_TGI_at,100121818_TGI_at,100139653_TGI_at,100137227_TGI_at,100147092_TGI_at,100155952_TGI_at,100134865_TGI_at,100134610_TGI_at,100146924_TGI_at,100152843_TGI_at,100148916_TGI_at,Type
GSM616763,24.85951,18.75234,16.10666,7.8411940000000016,25.33327,17.53657,13.72688,29.00794,10.52331,2.603655,24.62081,15.18325,8.434406,5.327441,19.82406,3
GSM616764,27.525129999999997,17.90729,15.97216,2.861021,25.858,19.11382,19.5556,29.37704,8.755443,17.40524,7.27957,14.779279999999998,9.223958,5.888839,16.65429,3
GSM616765,22.84605,18.43945,14.75503,18.0701,28.36448,18.84381,9.375404,23.85814,9.186154,18.88806,19.7655,8.679787,12.68365,7.851851,15.91474,3
GSM616766,26.067870000000003,18.80778,13.89924,16.92879,25.22525,19.67378,13.05796,25.29157,17.075670000000002,16.07518,19.01528,10.77194,9.840339,12.85323,16.1871,3
GSM616767,25.82311,16.82377,19.22295,15.53882,31.69506,9.240584,21.75354,21.55817,14.35672,21.29137,8.918283,16.25301,19.11445,5.22236,17.34702,3
GSM616768,28.01093,15.41339,17.82456,4.2637160000000005,28.17135,21.8371,3.5859589999999995,31.17095,3.925987,3.3349580000000003,6.043113,10.64331,5.179329,3.35524,20.10102,3
GSM616769,25.89036,18.25776,17.3058,13.81704,28.77405,20.37509,29.54405,28.21547,5.147175,22.51602,13.77114,13.97674,10.55335,4.315331,18.70689,3
GSM616770,25.43246,12.09444,17.96912,7.125856,25.81533,17.99486,17.65689,27.99786,2.919504,22.85931,3.417754,14.81642,4.631288,5.310698,13.38974,3
GSM616771,27.05785,27.7516,15.62428,7.919663000000001,25.6053,21.01153,13.49588,31.32625,6.380209,15.92144,10.59992,17.86184,7.446622,7.027641,14.87915,3
GSM616772,26.934209999999997,22.16384,16.64461,5.057281,28.63706,23.0974,11.73126,32.30651,10.75063,13.433329999999998,11.47664,16.81261,7.375683,6.2837830000000015,21.84723,3
GSM616773,26.04741,16.77015,17.93974,7.672169,25.43461,20.20902,15.94367,29.6483,4.5259269999999985,17.15024,12.09165,14.13562,6.934056,8.819067,22.63641,3
GSM616774,23.0209,20.38471,13.16751,14.66908,27.90888,18.78984,26.35798,27.61471,16.826620000000002,22.25439,15.2541,11.83495,14.597270000000002,5.9540120000000005,12.8496,3
GSM616775,25.6415,18.84921,17.784129999999994,10.73041,25.67335,20.60687,4.565121,29.0209,2.346785,5.516451999999999,3.296975,15.31548,5.4372110000000005,13.61882,17.27405,3
GSM616776,30.19909,15.22119,16.85054,7.485636,29.43538,25.42345,3.574571,36.83622,6.60358,1.7479790000000002,6.121834,13.53444,7.481238,13.73104,19.33996,3
GSM616777,26.50665,14.22146,17.2446,11.54607,28.58933,19.66581,12.64187,23.02486,5.6715339999999985,14.5175,17.15379,12.42044,8.23174,6.125165,21.9503,3
GSM616778,27.65227,21.33596,15.588629999999998,17.1842,24.42566,19.80998,22.57742,29.09667,10.7947,16.24788,10.81711,9.932627,12.66937,3.560113,20.7395,3
GSM616779,25.085929999999998,7.420363,14.15359,13.60108,23.85789,13.6609,18.89766,18.89865,5.321418,21.46035,1.676422,15.72578,14.16988,2.318177,21.0304,3
GSM616780,24.416629999999998,26.67367,11.1725,6.604819,23.47479,18.38477,10.11297,29.54509,7.980187,24.59528,17.18392,7.770047999999999,7.581183,4.619973,15.23939,3
GSM616781,27.98612,17.784329999999994,15.371379999999998,8.347064,25.84478,22.50435,10.36911,28.31592,5.190885,12.13067,11.99362,12.07517,5.7968910000000005,11.42009,20.78239,3
GSM616782,26.37017,24.30156,17.72288,4.715602,25.92558,17.177529999999994,31.2626,16.438979999999994,13.775479999999998,14.95155,21.32224,10.7604,12.83822,1.50871,21.26502,3
GSM616783,23.49723,24.11913,12.66269,23.06757,23.67895,13.926470000000002,13.998120000000002,29.00888,19.61753,13.2976,9.751266,5.644908999999998,16.36523,2.159834,13.72776,3
GSM616784,26.368009999999998,20.69397,17.984560000000005,5.646256,25.65142,22.19668,10.25476,32.145,2.258425,5.139666,14.63142,14.72554,3.029137,15.82231,24.92372,3
GSM616785,28.52068,20.23962,15.87946,10.2678,27.46873,22.58241,18.46797,33.71349,6.845988,20.429000000000002,4.596815,12.06333,8.073528999999999,3.759903,16.47938,3
GSM616786,26.544959999999996,13.54119,16.41176,5.474871,24.66979,18.57662,6.653824,30.93239,5.722342,16.81174,14.81185,13.55857,6.17421,8.228442,15.61686,3
GSM616787,26.728,17.38397,15.83506,1.282675,27.70395,15.5312,3.748796,20.75903,11.0125,13.22289,10.8653,8.035286,11.50218,12.1926,13.61854,3
GSM616788,25.56946,18.87404,18.39365,1.932726,26.8763,20.77314,14.62253,30.24233,8.529069999999999,10.73562,21.00281,12.65002,6.816057000000002,10.22515,19.49377,3
GSM616789,3.852689,19.02149,18.90224,7.039155,28.89439,8.704581,37.90816,7.330178,11.08827,25.23509,1.716302,18.29574,12.48902,0.9653236,14.49924,3
GSM616790,28.385379999999998,23.98409,13.36033,3.476345,23.56608,19.90538,13.44739,28.09985,9.684496,10.0996,15.01447,16.12987,8.865636,7.039155,17.08946,3
GSM616791,27.29135,15.08712,15.34148,12.27671,27.5401,21.7028,5.6187010000000015,33.628840000000004,4.3215580000000005,7.623692,4.612688,14.29716,5.102361,1.658909,15.55086,3
GSM616792,23.825570000000003,23.05709,14.98256,10.62448,24.2367,19.28827,17.47439,26.45442,10.51771,19.78019,13.17491,11.94532,9.418218,9.329688,13.200220000000002,3
GSM616793,29.6695,21.34815,17.25931,7.675895,27.74104,22.69965,3.840181,35.06905,4.903301,11.40999,8.216127,20.70968,4.74575,5.45614,17.102829999999994,3
GSM616794,29.16682,17.94585,16.32478,4.637782,24.10478,20.50738,13.8666,28.76088,1.365112,17.62649,7.39823,15.60979,3.600989,7.791321000000001,16.01615,3
GSM616795,26.16039,12.22914,15.84729,11.56872,29.75608,18.96801,15.47883,26.74444,4.742159,8.984542,5.143572,12.61379,6.665003,4.695657,19.02,3
GSM616796,28.76895,8.562761,17.39425,2.69582,31.83465,20.24444,0.8835837999999999,34.82756,3.828378,2.093665,5.504111,9.86357,5.700538,14.12326,23.59582,3
GSM616797,25.62485,29.06591,14.39896,7.061303,25.11615,12.79399,14.5207,22.02808,30.392940000000007,17.403229999999994,4.5284900000000015,12.16993,21.01369,0.8866581,14.548429999999998,3
GSM616798,25.67282,12.67325,13.85576,3.5251980000000005,26.29147,19.47539,19.73771,25.74516,14.41862,8.496008,14.72633,9.800713,13.25763,2.781603,24.52229,3
GSM616799,29.46544,15.13362,17.05542,10.83592,30.95677,21.94126,17.455679999999994,29.74848,3.950758,7.698257000000001,15.247329999999998,17.5992,6.950862,11.29743,16.21171,3
GSM616800,26.593740000000004,21.26849,17.86519,5.138051,28.189390000000003,19.12647,28.66065,30.4522,4.750038,17.42118,8.781108999999999,14.00503,6.604423,9.355964,15.94672,3
GSM616801,25.95223,17.02342,15.15589,4.058257,25.22655,19.75976,6.254022,32.35403,4.517475,10.04343,11.77717,14.01228,7.086014,6.627560000000001,19.1593,3
GSM616802,26.53258,21.91512,13.4908,7.779722,23.69241,14.58139,7.1523949999999985,24.27368,17.6008,14.847079999999998,3.910641000000001,12.63544,11.12491,9.200641,13.56321,3
GSM616803,29.36676,16.69343,21.00058,5.187792,31.20463,13.628379999999998,20.75793,35.68241,3.377735,25.04137,2.696179,18.43746,5.413251,5.988338,18.0982,3
GSM616804,15.4254,29.93782,14.881520000000002,7.903688000000002,24.44009,18.4815,28.466520000000006,19.08313,15.74247,10.66227,22.10978,15.12942,11.90618,5.468693,21.85058,3
GSM616805,28.1892,20.75677,14.2114,2.328102,24.4142,15.359520000000002,9.753247,24.07508,13.81478,19.55576,9.831682,11.29303,15.95954,6.952572999999999,15.2515,3
GSM616806,20.99296,18.6881,16.008960000000002,4.533419,22.36723,13.5903,23.60283,24.75347,12.64116,21.05917,3.325738,15.03531,11.49757,3.935679,9.672514,3
GSM616807,25.399079999999998,33.96561,17.11382,2.752861,27.122290000000003,23.36879,8.152756,32.35603,7.3176770000000015,8.173174000000001,9.602188,16.25189,8.372933999999999,5.728435,21.17197,3
GSM616808,26.46975,11.62382,12.95046,10.08848,24.45974,22.94634,17.15279,24.79147,4.340058999999999,15.20821,20.22225,13.42687,8.262783,8.382655999999999,20.35483,3
GSM616809,25.58147,10.77791,18.05206,2.861976,29.74713,21.77093,4.72649,27.09218,13.91447,6.795283,7.927267999999999,14.03038,12.77734,5.965865,21.98832,3
GSM616810,27.35675,25.23215,16.9568,3.37964,25.53848,20.6866,9.761209,34.38211,5.2207,14.42022,5.659637,17.585,5.395283999999998,5.34245,18.2154,3
GSM616811,26.04457,18.51993,16.06159,4.621986,25.8411,20.93772,9.687911,29.29691,5.549381,17.674879999999995,12.90302,15.55145,7.871931,7.592351,20.00764,3
GSM616812,27.9313,14.37556,18.63752,1.55884,26.83531,21.1373,13.441729999999998,30.18746,2.908137,2.836392,6.808242999999999,16.96839,3.852625,3.905441,22.74657,3
GSM616813,25.61074,20.69559,15.63056,3.0678810000000003,21.83202,21.6282,11.66858,30.2349,4.377741,16.31161,11.6497,14.22765,5.843234,14.04883,20.53217,3
GSM616814,24.51887,30.3722,16.6979,3.864444,24.72825,20.04481,13.27996,29.3377,6.454939,7.859961999999999,13.74528,14.06376,5.098839,4.453664,21.63579,3
GSM616815,25.19172,18.28196,15.53837,2.995204,27.84255,21.31368,10.86422,34.624970000000005,3.3479120000000004,11.8573,5.1494589999999985,16.66749,4.126657,4.888302,17.02214,3
GSM616816,17.21892,18.08906,10.07054,7.2612869999999985,22.117420000000006,18.18178,13.05477,18.95386,25.24458,15.99552,5.606166,16.33549,14.06829,1.907101,12.41357,3
GSM616817,26.40362,13.43559,17.818260000000006,6.289271,34.42049,22.5085,29.35309,30.97735,4.241032,21.78184,7.271456,16.00677,5.344586,0.7747794,20.26052,3
GSM616818,24.51675,19.88943,16.28671,8.177447,28.35545,19.1589,17.71521,32.12571,4.0188120000000005,7.214564,17.09101,16.20607,6.655991,7.574477000000001,18.47747,3
GSM616819,27.536070000000002,19.09225,17.53654,1.783606,32.31731,24.10628,21.52205,29.01424,5.922486,2.551927,14.99738,16.03878,4.879097,9.370075,22.74455,3
GSM616820,25.711660000000002,9.857878,18.58224,4.7834949999999985,26.7144,20.31767,22.97729,29.8841,4.78059,10.11726,8.042838,13.04836,5.8408440000000015,6.724917,20.4108,3
GSM616821,26.2754,16.007,16.36526,6.644267,29.12766,16.79867,26.38141,27.28811,5.184735,11.79055,18.30557,17.585620000000002,8.024113999999999,2.663387,20.56071,3
GSM616822,25.50786,12.37129,16.08736,9.459214,31.1523,22.24989,9.461397,30.80278,7.576817,6.965475,14.60231,10.39098,8.549583,6.650921,21.54761,3
GSM616823,27.619940000000003,13.10964,16.742160000000002,9.850692,33.56662,21.88806,15.05849,27.18381,12.97031,14.63863,14.83291,9.40697,10.7498,3.760158,21.28684,3
GSM616824,26.84082,9.97708,17.538710000000002,3.969487,26.3542,22.55198,4.07831,27.63562,2.621922,5.8520900000000005,3.325554,15.18302,4.662247,11.34348,19.73593,3
GSM616825,21.91972,32.15083,16.42248,7.733072,32.53141,21.32855,14.45161,23.57063,8.157872,9.925347,19.17001,9.053022,9.945004,2.50543,21.72278,3
GSM616826,28.569129999999998,11.03517,15.87887,4.053854,26.839000000000002,19.64186,12.01587,27.24414,5.902673,10.2993,13.34074,12.68494,8.490122999999999,2.871416,20.46565,3
GSM616827,27.02117,16.95588,14.37094,1.7284959999999998,25.28526,22.82498,12.02837,27.10077,8.63102,20.76452,10.34958,12.78626,8.330702,14.97688,18.03681,3
GSM616828,27.185579999999998,18.39665,18.76254,3.957184,31.14427,22.30822,7.579171,28.36743,3.582882,1.282243,4.5227080000000015,21.22817,5.2042470000000005,13.24861,22.3878,3
GSM616829,30.276429999999998,15.62206,17.68177,11.18912,26.75824,17.260479999999998,10.59861,31.0882,4.454175,11.20426,5.615366000000002,20.16196,7.491396000000001,4.918294,11.48058,3
GSM616830,29.06152,19.11908,15.27751,4.139265,27.67009,19.81314,22.96931,31.61502,3.0053400000000003,5.642311,5.082542,9.475409,4.2252410000000005,9.71084,22.06144,3
GSM616831,29.95372,12.77864,16.11094,4.663157,28.5481,23.78753,6.672609,28.43955,2.965609,3.0684400000000003,5.457483,10.48674,3.928601,11.5634,23.81537,3
GSM616832,24.15779,16.62896,19.65185,5.432888,33.01064,9.376415,27.37252,11.22675,11.04209,17.366670000000006,7.959337,11.06622,18.59904,3.146851,13.65637,3
GSM616833,22.79186,33.53778,17.24176,9.109553,30.863290000000006,20.62463,19.79698,30.16221,15.36024,9.406956,9.581822,12.83004,11.29468,0.6556900999999999,14.5471,3
GSM616834,28.76636,15.555370000000002,19.49536,8.054889999999999,34.16466,24.54022,6.594996000000001,31.695999999999998,4.899495,7.274602000000002,10.17077,12.35279,7.397351,11.95989,22.56352,3
GSM616835,27.47338,14.94411,17.2933,2.674151,29.99883,21.17523,5.275846,28.90608,18.20019,3.28398,7.168494,12.12726,7.549478999999999,6.870506,18.94448,3
GSM616836,26.285220000000002,11.90362,16.78105,2.50895,27.831999999999997,20.29956,17.28099,25.25558,3.048875,7.1428460000000005,11.65596,13.87597,4.233724,7.837357000000001,21.88043,3
GSM616837,21.75688,17.94915,15.43729,7.115069,23.23302,20.75248,5.624123,27.82805,14.17983,17.28153,7.0090080000000015,14.57301,11.86314,13.04264,19.63204,3
GSM616838,26.8826,9.456936,18.19519,1.7486669999999995,23.04246,21.38457,2.333686,28.2292,1.565483,1.041512,5.0544449999999985,12.05884,3.040607,11.41124,22.19158,3
GSM616839,27.214840000000002,12.31779,16.23474,5.171604,26.609340000000003,24.08011,9.267356,31.80856,5.25739,12.29258,10.36198,5.987302,7.238580000000002,5.6130330000000015,20.46548,3
GSM616840,26.695429999999998,16.77668,17.74739,2.074528,28.303140000000006,20.75718,6.919353,29.16313,4.497394,0.7940208000000001,6.934609,15.17854,3.053888,9.075692,18.80221,3
GSM616841,29.13014,11.67269,14.47198,10.09874,28.58826,21.4774,3.051337,28.27337,5.884862,13.69869,10.06938,6.777502,7.139806,3.419982,19.2966,3
GSM616842,29.34992,15.4054,15.08605,10.12881,24.40363,20.60363,20.489320000000006,24.35726,13.895270000000002,15.97497,13.434729999999998,12.75228,13.43276,6.606696,16.90179,3
GSM616843,25.16108,10.45133,17.65586,7.588846,26.481240000000003,18.78081,1.257468,28.76742,6.29648,15.14945,7.561344999999998,13.70192,6.440219,9.44812,13.8001,3
GSM616844,29.928520000000002,10.68253,15.10188,4.254499,28.54158,23.10572,17.43925,26.42581,3.85271,7.190444,10.07203,11.26761,5.341423000000002,5.984245,24.05387,3
GSM616845,28.13573,9.870354,16.99148,8.296372999999999,33.192190000000004,24.82413,6.706823,26.68964,5.0130300000000005,15.00505,10.98079,13.95953,8.797058999999997,14.54831,21.34881,3
GSM616846,29.7302,14.11214,18.19965,2.6646490000000003,29.34445,21.26735,17.61899,31.03531,9.393888,2.817875,9.468463,15.79446,9.672495,4.5038550000000015,21.13886,3
GSM616847,26.4161,16.77721,16.56269,14.10219,32.72808,18.73677,27.577890000000004,24.55775,7.584296000000001,14.18854,5.740021,16.98076,12.20056,11.39093,18.74608,3
GSM616848,28.859090000000002,11.8102,17.48507,1.667101,24.00868,26.15254,8.576677,29.41742,9.295383,6.108692,13.12635,4.7473410000000005,6.538744,10.6008,19.63069,3
GSM616849,24.52084,14.40313,14.70382,2.603504,24.91703,22.18872,2.065123,32.55216,8.010798,7.963928,5.8549940000000005,11.53973,7.002839,14.603929999999998,20.62988,3
GSM616850,25.35216,12.40304,18.08463,13.91786,27.9055,20.0566,8.466832,30.14833,4.852279,20.15265,6.304344,14.75354,5.651176,12.24168,19.78755,3
GSM616851,21.73938,15.507270000000002,15.61767,4.910882,24.16191,20.31817,4.6730589999999985,23.87329,5.830883999999998,8.491254,14.466870000000002,12.89604,7.0648399999999985,12.13191,23.27931,3
GSM616852,31.23228,11.60163,12.17088,7.046316,27.09631,19.43165,28.90605,26.93035,13.51116,20.55712,5.771019,12.78196,12.41796,2.77321,20.97393,3
GSM616853,23.35608,17.26335,16.102510000000002,5.156371,29.71099,18.95823,12.18632,23.68289,19.43279,11.87422,3.550268,12.88481,11.53135,8.900769,18.8402,3
GSM616854,24.57803,22.08059,15.02352,4.2419699999999985,23.33986,22.00706,20.37064,28.02421,6.477712,16.30312,21.0222,14.16523,6.9989050000000015,10.24134,20.7777,3
GSM616855,26.508879999999998,10.21281,19.17961,4.182646,30.2881,19.43486,11.94745,27.74961,8.422182000000001,13.34687,12.81436,14.84586,9.614077,15.21053,17.66304,3
GSM616856,24.61334,16.8582,17.83031,3.666695,28.1049,20.97507,25.2739,28.152690000000003,4.975615,7.748405,10.5189,18.16743,5.131029,4.464748,21.81765,3
GSM616857,24.2305,17.96065,13.65859,23.8707,23.25437,19.49755,14.32952,30.37703,8.644248,15.17895,13.14611,15.139679999999998,12.87044,3.597296,16.876479999999994,3
