GSM_ID,100152367_TGI_at,100148025_TGI_at,100147415_TGI_at,100142646_TGI_at,100131664_TGI_at,100159841_TGI_at,100122391_TGI_at,100146289_TGI_at,100160445_TGI_at,100121818_TGI_at,100149328_TGI_at,100139653_TGI_at,100122717_TGI_at,100137227_TGI_at,100141545_TGI_at,100147092_TGI_at,100142419_TGI_at,100152115_TGI_at,100155952_TGI_at,100156268_TGI_at,100158086_TGI_at,100130781_TGI_at,100149348_TGI_at,100152725_TGI_at,100134865_TGI_at,100134610_TGI_at,100146924_TGI_at,100125753_TGI_at,100152843_TGI_at,100148916_TGI_at,Type
GSM616773,26.04741,16.77015,6.233653,10.527000000000001,11.36796,17.215970000000002,17.93974,7.672169,25.43461,20.20902,7.369775,15.94367,16.74186,29.6483,6.477969,4.5259269999999985,33.65988,9.329088,17.15024,16.08357,13.86567,22.8655,4.567312,7.371212,12.09165,14.13562,6.934056,9.839326,8.819067,22.63641,3
GSM616774,23.0209,20.38471,11.30417,5.403925,8.799959,24.8833,13.16751,14.66908,27.90888,18.78984,18.06328,26.35798,4.303753,27.61471,8.779948,16.826620000000002,36.35219,13.62784,22.25439,10.66867,25.36599,24.70237,6.059278,12.39963,15.2541,11.83495,14.597270000000002,17.87085,5.9540120000000005,12.8496,3
GSM616775,25.6415,18.84921,11.68295,2.538743,10.70141,17.56821,17.784129999999994,10.73041,25.67335,20.60687,6.286094,4.565121,20.10706,29.0209,9.180116,2.346785,31.29273,10.74555,5.516451999999999,19.44604,26.9228,22.08237,4.140372,3.977717,3.296975,15.31548,5.4372110000000005,6.15747,13.61882,17.27405,3
GSM616776,30.19909,15.22119,9.872478,8.019658,9.522502,21.65063,16.85054,7.485636,29.43538,25.42345,10.68101,3.574571,13.236679999999998,36.83622,8.925559,6.60358,26.99568,10.54604,1.7479790000000002,8.07928,21.7484,22.86934,4.351003,14.78517,6.121834,13.53444,7.481238,13.60791,13.73104,19.33996,3
GSM616777,26.50665,14.22146,10.74023,4.415587,9.480056,16.98759,17.2446,11.54607,28.58933,19.66581,7.489214,12.64187,7.8896169999999985,23.02486,8.554876,5.6715339999999985,32.23941,11.97976,14.5175,17.84096,27.89013,24.4317,2.820419,10.95855,17.15379,12.42044,8.23174,15.41912,6.125165,21.9503,3
GSM616778,27.65227,21.33596,14.58986,7.774137,14.43904,23.54263,15.588629999999998,17.1842,24.42566,19.80998,12.8902,22.57742,8.977903,29.09667,6.911762,10.7947,34.39153,16.41561,16.24788,22.66058,25.18009,26.56724,6.713456,11.88371,10.81711,9.932627,12.66937,14.73657,3.560113,20.7395,3
GSM616779,25.085929999999998,7.420363,18.60393,8.177111,4.893257,17.65782,14.15359,13.60108,23.85789,13.6609,7.7460330000000015,18.89766,2.341272,18.89865,5.150514,5.321418,35.65134000000001,6.3148,21.46035,18.53992,27.72146,6.501837,4.238461,10.67192,1.676422,15.72578,14.16988,10.7594,2.318177,21.0304,3
GSM616780,24.416629999999998,26.67367,3.928158,12.88808,12.98043,22.60496,11.1725,6.604819,23.47479,18.38477,12.48899,10.11297,14.71385,29.54509,5.982641,7.980187,37.14183,19.13789,24.59528,10.47429,21.93682,24.42185,6.741536,4.869372,17.18392,7.770047999999999,7.581183,15.81351,4.619973,15.23939,3
GSM616781,27.98612,17.784329999999994,4.3544019999999986,6.539472,12.27067,18.455920000000006,15.371379999999998,8.347064,25.84478,22.50435,9.361786,10.36911,19.20884,28.31592,6.378983,5.190885,35.74163,16.412570000000002,12.13067,18.58732,18.88615,18.84628,4.476623,7.395371000000001,11.99362,12.07517,5.7968910000000005,11.40327,11.42009,20.78239,3
GSM616782,26.37017,24.30156,6.5018129999999985,4.892224,11.54063,21.5263,17.72288,4.715602,25.92558,17.177529999999994,16.467129999999994,31.2626,9.516916,16.438979999999994,6.6150850000000005,13.775479999999998,35.60427,8.56677,14.95155,16.06408,14.11427,24.86407,6.8483800000000015,6.8074020000000015,21.32224,10.7604,12.83822,15.17482,1.50871,21.26502,3
GSM616783,23.49723,24.11913,2.427323,5.315759,8.935935,26.75115,12.66269,23.06757,23.67895,13.926470000000002,22.01899,13.998120000000002,9.162419,29.00888,10.10939,19.61753,33.74244,21.745,13.2976,7.600435000000001,18.39044,22.35753,6.0175589999999985,11.05262,9.751266,5.644908999999998,16.36523,25.28376,2.159834,13.72776,3
GSM616784,26.368009999999998,20.69397,16.7724,7.7103199999999985,9.856954,15.56365,17.984560000000005,5.646256,25.65142,22.19668,5.501844,10.25476,14.373829999999998,32.145,11.70141,2.258425,32.968,7.302426,5.139666,19.93551,24.31321,22.32783,5.746864,6.338908,14.63142,14.72554,3.029137,4.841435,15.82231,24.92372,3
GSM616785,28.52068,20.23962,10.67801,6.475852,13.17904,20.59089,15.87946,10.2678,27.46873,22.58241,10.34579,18.46797,5.652752,33.71349,9.556628,6.845988,35.92852,8.624279,20.429000000000002,7.042387,26.42544,23.96924,5.776894,7.196771000000001,4.596815,12.06333,8.073528999999999,9.160102,3.759903,16.47938,3
GSM616786,26.544959999999996,13.54119,17.27066,3.233526,7.9407619999999985,20.85695,16.41176,5.474871,24.66979,18.57662,8.574544,6.653824,19.67794,30.93239,10.63233,5.722342,36.23956,11.33531,16.81174,12.73326,26.81831,15.40543,2.446961,8.259253999999999,14.81185,13.55857,6.17421,14.64461,8.228442,15.61686,3
GSM616787,26.728,17.38397,19.14405,2.074209,6.545162,19.44366,15.83506,1.282675,27.70395,15.5312,11.55137,3.748796,7.070809,20.75903,9.123753,11.0125,36.51509,15.71399,13.22289,8.683447,30.377740000000006,15.89116,5.199954,11.05056,10.8653,8.035286,11.50218,8.138580000000001,12.1926,13.61854,3
GSM616788,25.56946,18.87404,12.24804,12.43075,13.70405,20.21536,18.39365,1.932726,26.8763,20.77314,12.06339,14.62253,13.73255,30.24233,5.033222,8.529069999999999,33.74383,11.95604,10.73562,17.424129999999998,25.59825,22.75436,3.862686,8.752819,21.00281,12.65002,6.816057000000002,13.1538,10.22515,19.49377,3
GSM616789,3.852689,19.02149,13.76695,3.604484,9.425971,23.61102,18.90224,7.039155,28.89439,8.704581,14.22398,37.90816,4.1674120000000014,7.330178,7.276238,11.08827,35.51664,9.936066,25.23509,2.597403,23.63463,16.62142,3.910458,8.285172,1.716302,18.29574,12.48902,9.467378,0.9653236,14.49924,3
GSM616790,28.385379999999998,23.98409,7.259802,5.289844,12.20734,22.55723,13.36033,3.476345,23.56608,19.90538,13.216829999999998,13.44739,17.82575,28.09985,9.484698,9.684496,32.23989,12.5902,10.0996,14.819779999999998,19.4881,23.72313,5.834617,14.19499,15.01447,16.12987,8.865636,13.20187,7.039155,17.08946,3
GSM616791,27.29135,15.08712,8.650261,4.884936,15.05029,19.53851,15.34148,12.27671,27.5401,21.7028,7.911953,5.6187010000000015,23.4326,33.628840000000004,8.251809,4.3215580000000005,34.356559999999995,15.22916,7.623692,17.3299,20.13506,25.85647,2.899713,4.8731230000000005,4.612688,14.29716,5.102361,9.826066,1.658909,15.55086,3
GSM616792,23.825570000000003,23.05709,6.7521309999999986,6.173108,8.686608,24.38638,14.98256,10.62448,24.2367,19.28827,13.254179999999998,17.47439,11.95517,26.45442,11.16767,10.51771,33.10938,13.39341,19.78019,7.321719,21.69414,23.93009,6.384296,9.684983,13.17491,11.94532,9.418218,15.80318,9.329688,13.200220000000002,3
GSM616793,29.6695,21.34815,7.4549059999999985,5.731096,12.02982,20.85181,17.25931,7.675895,27.74104,22.69965,9.613789,3.840181,17.90345,35.06905,9.844456,4.903301,29.51155,15.06645,11.40999,9.837522,19.05894,23.51803,3.851036,11.05974,8.216127,20.70968,4.74575,12.97562,5.45614,17.102829999999994,3
GSM616794,29.16682,17.94585,21.51403,6.899123,8.941834,15.09311,16.32478,4.637782,24.10478,20.50738,5.35009,13.8666,9.040555,28.76088,7.493399,1.365112,33.13178,8.690676,17.62649,12.50767,26.63542,15.46164,6.337498,8.154579,7.39823,15.60979,3.600989,4.020225,7.791321000000001,16.01615,3
GSM616795,26.16039,12.22914,9.285753,6.717954,9.983017,16.70495,15.84729,11.56872,29.75608,18.96801,7.889513000000001,15.47883,19.82058,26.74444,8.535621,4.742159,34.10017,7.494108,8.984542,10.38999,20.85177,26.225340000000006,2.20732,6.189552,5.143572,12.61379,6.665003,9.052869,4.695657,19.02,3
GSM616796,28.76895,8.562761,7.207071000000001,10.58107,12.67729,14.00867,17.39425,2.69582,31.83465,20.24444,9.42455,0.8835837999999999,15.77671,34.82756,7.663431,3.828378,33.29782,17.1703,2.093665,11.3339,22.5226,23.67337,2.439544,8.562704,5.504111,9.86357,5.700538,8.80872,14.12326,23.59582,3
GSM616797,25.62485,29.06591,5.819984,6.70016,9.226823,26.99683,14.39896,7.061303,25.11615,12.79399,26.47728,14.5207,8.844453999999997,22.02808,5.829132,30.392940000000007,30.70007,19.65047,17.403229999999994,11.0927,20.62914,21.17624,5.312346,18.33651,4.5284900000000015,12.16993,21.01369,22.14144,0.8866581,14.548429999999998,3
GSM616798,25.67282,12.67325,3.677402,6.768592,9.963101,24.03077,13.85576,3.5251980000000005,26.29147,19.47539,18.01389,19.73771,11.84191,25.74516,5.9866410000000005,14.41862,32.13828,13.88224,8.496008,13.9584,13.4247,20.1201,3.703485,7.638414,14.72633,9.800713,13.25763,26.76492,2.781603,24.52229,3
GSM616799,29.46544,15.13362,8.521423,5.577702,9.327844,21.24445,17.05542,10.83592,30.95677,21.94126,9.031444,17.455679999999994,15.75021,29.74848,6.6530580000000015,3.950758,31.88997,10.44341,7.698257000000001,7.864185000000001,24.43224,27.0535,2.945505,9.620263,15.247329999999998,17.5992,6.950862,10.61655,11.29743,16.21171,3
GSM616800,26.593740000000004,21.26849,9.948827,2.262424,7.544749,18.13381,17.86519,5.138051,28.189390000000003,19.12647,8.737248,28.66065,19.95669,30.4522,11.229000000000001,4.750038,32.663740000000004,6.582526,17.42118,15.53633,23.56241,20.36668,5.413746,9.162313,8.781108999999999,14.00503,6.604423,6.008451,9.355964,15.94672,3
GSM616801,25.95223,17.02342,6.427943,8.750563,10.71817,21.49117,15.15589,4.058257,25.22655,19.75976,9.562877,6.254022,13.54489,32.35403,7.039197,4.517475,35.87317,9.29709,10.04343,10.92041,24.02255,21.9382,3.056187,5.323629,11.77717,14.01228,7.086014,14.04666,6.627560000000001,19.1593,3
GSM616802,26.53258,21.91512,3.497329,2.444299,8.228439,23.2903,13.4908,7.779722,23.69241,14.58139,18.58706,7.1523949999999985,12.79144,24.27368,10.12166,17.6008,31.52007,9.2819,14.847079999999998,7.401366,21.98606,15.9695,5.887142,8.302544000000001,3.910641000000001,12.63544,11.12491,6.861837,9.200641,13.56321,3
GSM616803,29.36676,16.69343,18.02728,6.185971,5.1505839999999985,15.88734,21.00058,5.187792,31.20463,13.628379999999998,6.927917,20.75793,12.56405,35.68241,10.15753,3.377735,30.13441,3.563458,25.04137,5.184628,7.508774000000002,23.807,3.032108,5.924047,2.696179,18.43746,5.413251,3.637208,5.988338,18.0982,3
GSM616804,15.4254,29.93782,1.602518,5.0539830000000014,10.66911,25.12261,14.881520000000002,7.903688000000002,24.44009,18.4815,17.11186,28.466520000000006,8.18185,19.08313,9.40678,15.74247,34.25195,18.74188,10.66227,19.08259,13.98328,25.77768,9.201319,13.2338,22.10978,15.12942,11.90618,18.387970000000006,5.468693,21.85058,3
GSM616805,28.1892,20.75677,9.023545,6.86327,14.61157,21.70001,14.2114,2.328102,24.4142,15.359520000000002,12.18734,9.753247,13.561379999999998,24.07508,10.6934,13.81478,35.09507,11.49695,19.55576,8.456064,17.476679999999998,22.612070000000006,4.374863,11.97721,9.831682,11.29303,15.95954,5.908568,6.952572999999999,15.2515,3
GSM616806,20.99296,18.6881,12.59677,4.28675,8.57068,22.95944,16.008960000000002,4.533419,22.36723,13.5903,14.49067,23.60283,15.37516,24.75347,9.122509,12.64116,35.35376,11.6932,21.05917,8.516478999999999,4.305778,18.96061,3.710764,12.78103,3.325738,15.03531,11.49757,16.35161,3.935679,9.672514,3
GSM616807,25.399079999999998,33.96561,7.773206,5.744703,14.530729999999998,21.8962,17.11382,2.752861,27.122290000000003,23.36879,11.53005,8.152756,14.841729999999998,32.35603,7.823674,7.3176770000000015,31.087770000000006,16.2134,8.173174000000001,19.79443,23.44519,19.66878,15.95535,10.40882,9.602188,16.25189,8.372933999999999,12.13607,5.728435,21.17197,3
GSM616808,26.46975,11.62382,3.52379,7.847647999999999,9.67817,14.7993,12.95046,10.08848,24.45974,22.94634,7.626341,17.15279,16.71191,24.79147,7.302314,4.340058999999999,29.74476,14.18175,15.20821,21.53348,24.13056,22.79775,2.285469,6.491148,20.22225,13.42687,8.262783,6.582051,8.382655999999999,20.35483,3
GSM616809,25.58147,10.77791,7.89887,1.435869,10.67302,20.04643,18.05206,2.861976,29.74713,21.77093,13.57136,4.72649,19.87312,27.09218,5.981763,13.91447,30.84193,17.687,6.795283,20.67353,17.58772,17.33005,2.19223,16.99053,7.927267999999999,14.03038,12.77734,13.69236,5.965865,21.98832,3
GSM616810,27.35675,25.23215,6.29661,6.8362669999999985,11.54942,18.42027,16.9568,3.37964,25.53848,20.6866,9.290409,9.761209,21.37442,34.38211,7.369736,5.2207,33.48708,6.816628,14.42022,18.47976,24.89375,22.6861,5.653281,4.850612,5.659637,17.585,5.395283999999998,12.38333,5.34245,18.2154,3
GSM616811,26.04457,18.51993,7.770628,8.181333,10.87214,21.29974,16.06159,4.621986,25.8411,20.93772,10.12837,9.687911,15.53246,29.29691,7.2852929999999985,5.549381,32.88881,15.87531,17.674879999999995,17.83543,20.92974,24.34361,2.963483,7.288067,12.90302,15.55145,7.871931,11.10457,7.592351,20.00764,3
GSM616812,27.9313,14.37556,10.22467,4.593985,11.95896,17.33866,18.63752,1.55884,26.83531,21.1373,6.855241,13.441729999999998,24.07434,30.18746,8.751781,2.908137,33.730259999999994,9.438196,2.836392,21.87974,18.40907,25.37973,3.295628,6.409793,6.808242999999999,16.96839,3.852625,10.8379,3.905441,22.74657,3
GSM616813,25.61074,20.69559,10.48877,9.171712,11.04049,18.59554,15.63056,3.0678810000000003,21.83202,21.6282,7.151936,11.66858,19.96586,30.2349,5.524828,4.377741,33.67022,14.55127,16.31161,20.85081,24.64443,22.93205,4.068747,10.3103,11.6497,14.22765,5.843234,9.091616,14.04883,20.53217,3
GSM616814,24.51887,30.3722,9.076591,8.513739,12.34661,17.45242,16.6979,3.864444,24.72825,20.04481,10.95834,13.27996,14.67878,29.3377,9.015025,6.454939,31.973540000000003,7.0017380000000005,7.859961999999999,22.18707,25.70066,22.83584,9.759238,3.5978790000000003,13.74528,14.06376,5.098839,9.59677,4.453664,21.63579,3
GSM616815,25.19172,18.28196,9.051518,11.77295,10.5272,16.60365,15.53837,2.995204,27.84255,21.31368,7.8200020000000015,10.86422,16.91,34.624970000000005,6.557067999999999,3.3479120000000004,32.74103,12.81373,11.8573,17.26085,24.06638,21.3269,3.752228,7.7324410000000015,5.1494589999999985,16.66749,4.126657,5.538579,4.888302,17.02214,3
GSM616816,17.21892,18.08906,2.882254,3.3875940000000004,14.31395,24.31433,10.07054,7.2612869999999985,22.117420000000006,18.18178,20.79386,13.05477,10.09977,18.95386,8.496024,25.24458,29.34228,14.32921,15.99552,13.08377,17.589779999999998,23.07455,4.522593,10.60577,5.606166,16.33549,14.06829,8.830019,1.907101,12.41357,3
GSM616817,26.40362,13.43559,25.26421,7.175542,12.17915,13.56463,17.818260000000006,6.289271,34.42049,22.5085,7.102838,29.35309,8.321102999999999,30.97735,6.163176999999999,4.241032,33.26268,11.37468,21.78184,18.61166,26.943990000000003,20.26889,3.175371,7.367507000000002,7.271456,16.00677,5.344586,8.258224,0.7747794,20.26052,3
GSM616818,24.51675,19.88943,9.62773,5.353663,9.187054,14.7991,16.28671,8.177447,28.35545,19.1589,7.289144,17.71521,13.894379999999998,32.12571,8.154334,4.0188120000000005,32.51233,12.29998,7.214564,7.193244,25.88708,25.81971,4.9584160000000015,7.79862,17.09101,16.20607,6.655991,8.824111,7.574477000000001,18.47747,3
GSM616819,27.536070000000002,19.09225,13.552170000000002,4.510831,9.32307,17.79796,17.53654,1.783606,32.31731,24.10628,8.377011,21.52205,18.24996,29.01424,10.27989,5.922486,33.83522,10.53545,2.551927,20.15341,25.16282,21.56955,4.036039,6.36369,14.99738,16.03878,4.879097,10.06733,9.370075,22.74455,3
GSM616820,25.711660000000002,9.857878,10.01531,10.56211,12.47531,16.98133,18.58224,4.7834949999999985,26.7144,20.31767,7.355378,22.97729,17.273310000000002,29.8841,6.524036,4.78059,31.77942,10.69684,10.11726,15.60201,27.42749,22.02755,1.943854,7.868624,8.042838,13.04836,5.8408440000000015,11.38484,6.724917,20.4108,3
GSM616821,26.2754,16.007,18.2194,2.916487,10.47389,17.9646,16.36526,6.644267,29.12766,16.79867,9.514531,26.38141,17.15004,27.28811,9.21918,5.184735,33.17507,12.17126,11.79055,12.93252,24.11611,21.21186,3.53433,8.597980999999999,18.30557,17.585620000000002,8.024113999999999,12.82411,2.663387,20.56071,3
GSM616822,25.50786,12.37129,9.227016,9.324501,14.58589,18.68995,16.08736,9.459214,31.1523,22.24989,11.05874,9.461397,18.82896,30.80278,7.6642160000000015,7.576817,31.3912,18.09949,6.965475,21.449070000000006,23.68475,25.05645,2.1699900000000003,6.218684,14.60231,10.39098,8.549583,18.46214,6.650921,21.54761,3
GSM616823,27.619940000000003,13.10964,5.792033,7.471067999999999,11.797,19.88288,16.742160000000002,9.850692,33.56662,21.88806,14.07431,15.05849,16.589979999999994,27.18381,8.349689999999999,12.97031,26.938740000000006,20.73679,14.63863,17.53088,23.41813,24.09225,2.696051,12.79601,14.83291,9.40697,10.7498,18.34972,3.760158,21.28684,3
GSM616824,26.84082,9.97708,7.913917999999999,6.150252,11.62561,12.41979,17.538710000000002,3.969487,26.3542,22.55198,5.11425,4.07831,14.97223,27.63562,6.272764,2.621922,30.56026,9.200247,5.8520900000000005,14.64003,25.75296,25.03324,3.228121,3.637664,3.325554,15.18302,4.662247,6.010612,11.34348,19.73593,3
GSM616825,21.91972,32.15083,11.42046,4.04632,12.89015,19.85545,16.42248,7.733072,32.53141,21.32855,11.97719,14.45161,10.84546,23.57063,6.086457,8.157872,33.61631,22.72023,9.925347,17.88728,21.211170000000006,22.84478,15.414000000000001,11.76159,19.17001,9.053022,9.945004,15.12038,2.50543,21.72278,3
GSM616826,28.569129999999998,11.03517,6.316051,4.510854,14.90775,16.23066,15.87887,4.053854,26.839000000000002,19.64186,9.56468,12.01587,20.48036,27.24414,6.907783,5.902673,33.17002,8.682774,10.2993,10.04848,6.31312,22.56996,2.444185,3.000363,13.34074,12.68494,8.490122999999999,7.377219999999999,2.871416,20.46565,3
GSM616827,27.02117,16.95588,12.61583,4.59171,11.96241,13.93233,14.37094,1.7284959999999998,25.28526,22.82498,9.840974,12.02837,16.7582,27.10077,6.5874869999999985,8.63102,35.3011,8.24377,20.76452,9.283704,22.54184,17.60827,5.621358,7.901674000000001,10.34958,12.78626,8.330702,5.919214,14.97688,18.03681,3
GSM616828,27.185579999999998,18.39665,10.13069,4.549212000000002,7.2982520000000015,16.73067,18.76254,3.957184,31.14427,22.30822,7.13975,7.579171,17.73235,28.36743,7.934971000000001,3.582882,28.11895,13.03487,1.282243,22.41197,27.14338,16.53115,4.484818,12.31949,4.5227080000000015,21.22817,5.2042470000000005,7.7174070000000015,13.24861,22.3878,3
GSM616829,30.276429999999998,15.62206,7.432049,3.004354,11.3203,19.45978,17.68177,11.18912,26.75824,17.260479999999998,8.731235,10.59861,18.14805,31.0882,9.918978,4.454175,34.9542,9.086524,11.20426,4.257988,24.74743,24.22078,3.412456,9.680189,5.615366000000002,20.16196,7.491396000000001,8.65985,4.918294,11.48058,3
GSM616830,29.06152,19.11908,6.292382,2.687093,10.67354,15.13914,15.27751,4.139265,27.67009,19.81314,7.62562,22.96931,19.86821,31.61502,6.445794,3.0053400000000003,29.93512,13.75249,5.642311,20.77966,24.83497,20.40124,3.828762,5.898122,5.082542,9.475409,4.2252410000000005,7.183231,9.71084,22.06144,3
GSM616831,29.95372,12.77864,7.9743309999999985,3.928066,11.06885,14.64956,16.11094,4.663157,28.5481,23.78753,6.594997,6.672609,19.17393,28.43955,8.514677,2.965609,30.66712,14.0552,3.0684400000000003,18.94172,22.11677,11.05326,3.087872,5.3163,5.457483,10.48674,3.928601,5.343094000000002,11.5634,23.81537,3
GSM616832,24.15779,16.62896,10.09865,5.101305,12.89487,23.41292,19.65185,5.432888,33.01064,9.376415,12.67408,27.37252,15.61229,11.22675,6.8970460000000005,11.04209,31.34117,7.806997,17.366670000000006,16.46346,3.662328,14.37221,2.888792,9.147017,7.959337,11.06622,18.59904,13.60643,3.146851,13.65637,3
GSM616833,22.79186,33.53778,2.514425,8.650765,12.53581,22.3088,17.24176,9.109553,30.863290000000006,20.62463,16.85193,19.79698,16.44685,30.16221,4.100095,15.36024,34.80478,14.37755,9.406956,9.521159,22.86416,23.86059,14.56093,8.904042,9.581822,12.83004,11.29468,18.28889,0.6556900999999999,14.5471,3
GSM616834,28.76636,15.555370000000002,8.128995,4.712452,8.521308,18.53324,19.49536,8.054889999999999,34.16466,24.54022,11.17306,6.594996000000001,16.24323,31.695999999999998,6.9158,4.899495,31.93198,14.99834,7.274602000000002,12.55013,25.2554,21.0416,2.412851,11.63694,10.17077,12.35279,7.397351,12.04499,11.95989,22.56352,3
GSM616835,27.47338,14.94411,6.1824900000000005,3.771749,9.229644,15.57243,17.2933,2.674151,29.99883,21.17523,15.543070000000002,5.275846,18.45198,28.90608,7.436746,18.20019,32.42677,10.21511,3.28398,15.28977,19.47304,26.59855,3.902628,8.561853999999999,7.168494,12.12726,7.549478999999999,12.19233,6.870506,18.94448,3
GSM616836,26.285220000000002,11.90362,20.85229,4.851346,6.7865660000000005,13.322779999999998,16.78105,2.50895,27.831999999999997,20.29956,6.154477,17.28099,9.539677,25.25558,9.830734,3.048875,29.41618,6.179544,7.1428460000000005,16.392570000000006,25.04406,22.54323,3.081155,7.141784,11.65596,13.87597,4.233724,5.336773,7.837357000000001,21.88043,3
GSM616837,21.75688,17.94915,7.722687,11.18751,7.7209210000000015,18.25519,15.43729,7.115069,23.23302,20.75248,13.920279999999998,5.624123,13.47031,27.82805,8.521677,14.17983,31.28119,12.68494,17.28153,15.28676,24.03871,17.806720000000006,3.832516000000001,10.63632,7.0090080000000015,14.57301,11.86314,7.817502,13.04264,19.63204,3
GSM616838,26.8826,9.456936,18.51145,2.481814,12.73258,12.97408,18.19519,1.7486669999999995,23.04246,21.38457,4.3679739999999985,2.333686,21.53232,28.2292,10.32573,1.565483,34.25359,9.005609,1.041512,19.99461,26.15251,22.56985,2.210783,5.4707040000000005,5.0544449999999985,12.05884,3.040607,6.597383,11.41124,22.19158,3
GSM616839,27.214840000000002,12.31779,3.445894,12.46145,11.51875,13.88217,16.23474,5.171604,26.609340000000003,24.08011,8.453197,9.267356,14.76092,31.80856,8.606527,5.25739,32.38964,8.499080000000001,12.29258,13.64359,23.83138,20.85326,2.0178700000000003,10.70951,10.36198,5.987302,7.238580000000002,12.06336,5.6130330000000015,20.46548,3
GSM616840,26.695429999999998,16.77668,10.20861,1.772216,12.26992,17.35981,17.74739,2.074528,28.303140000000006,20.75718,8.306151,6.919353,20.50241,29.16313,6.93285,4.497394,32.27637,10.67604,0.7940208000000001,19.53444,23.6625,19.87187,3.42622,5.650191,6.934609,15.17854,3.053888,7.0638679999999985,9.075692,18.80221,3
GSM616841,29.13014,11.67269,4.649597,4.645702,14.5672,18.88751,14.47198,10.09874,28.58826,21.4774,10.38191,3.051337,17.898229999999995,28.27337,6.767053,5.884862,33.47623,23.80125,13.69869,18.66615,17.43284,23.11174,2.689364,8.462339,10.06938,6.777502,7.139806,16.279410000000002,3.419982,19.2966,3
GSM616842,29.34992,15.4054,13.19435,6.140574,8.953362,19.90993,15.08605,10.12881,24.40363,20.60363,14.11643,20.489320000000006,16.04214,24.35726,8.272373,13.895270000000002,33.33362,19.32096,15.97497,14.40419,22.97295,22.90463,4.229664,11.77648,13.434729999999998,12.75228,13.43276,19.55456,6.606696,16.90179,3
GSM616843,25.16108,10.45133,14.01865,9.069622,10.2913,12.94682,17.65586,7.588846,26.481240000000003,18.78081,8.894514,1.257468,13.47193,28.76742,7.803595,6.29648,33.96577,12.31754,15.14945,7.705260000000001,25.62148,21.28505,2.517224,9.311096,7.561344999999998,13.70192,6.440219,8.079296000000001,9.44812,13.8001,3
GSM616844,29.928520000000002,10.68253,6.0008029999999986,11.13977,12.22361,14.192329999999998,15.10188,4.254499,28.54158,23.10572,8.836428,17.43925,16.97948,26.42581,6.465588,3.85271,33.12522,9.328613,7.190444,12.78834,2.8030060000000003,25.47023,2.585589,3.549401,10.07203,11.26761,5.341423000000002,7.5849199999999986,5.984245,24.05387,3
GSM616845,28.13573,9.870354,6.609692,8.139380000000001,9.008499,17.44599,16.99148,8.296372999999999,33.192190000000004,24.82413,9.161529,6.706823,16.771079999999998,26.68964,6.345301999999998,5.0130300000000005,33.324009999999994,15.371570000000002,15.00505,7.981872999999998,23.29905,23.6265,1.909194,9.249771,10.98079,13.95953,8.797058999999997,10.0626,14.54831,21.34881,3
GSM616846,29.7302,14.11214,14.14018,2.409832,12.79316,18.70322,18.19965,2.6646490000000003,29.34445,21.26735,12.37094,17.61899,20.18796,31.03531,5.980537,9.393888,30.008940000000006,10.03124,2.817875,20.42622,0.4205316,26.71183,2.654328,7.105974000000002,9.468463,15.79446,9.672495,16.37353,4.5038550000000015,21.13886,3
GSM616847,26.4161,16.77721,7.116792,4.801857,11.74007,19.58797,16.56269,14.10219,32.72808,18.73677,11.0823,27.577890000000004,12.13032,24.55775,7.699134,7.584296000000001,34.51331,11.04745,14.18854,9.378365,21.00264,21.064120000000006,4.598362,5.484424,5.740021,16.98076,12.20056,17.98566,11.39093,18.74608,3
GSM616848,28.859090000000002,11.8102,1.968026,7.0171410000000005,11.93067,13.91366,17.48507,1.667101,24.00868,26.15254,8.879134,8.576677,18.42639,29.41742,4.32859,9.295383,29.99108,7.751898,6.108692,8.128772999999999,15.252670000000002,23.30086,2.725735,4.882543,13.12635,4.7473410000000005,6.538744,14.13985,10.6008,19.63069,3
GSM616849,24.52084,14.40313,3.630149,8.025172,15.83979,12.88744,14.70382,2.603504,24.91703,22.18872,10.77746,2.065123,12.52903,32.55216,6.538311,8.010798,28.09402,15.86995,7.963928,18.27315,24.57079,27.14459,4.122127,5.472306,5.8549940000000005,11.53973,7.002839,8.344754,14.603929999999998,20.62988,3
GSM616850,25.35216,12.40304,17.69054,7.3792300000000015,11.42541,14.85129,18.08463,13.91786,27.9055,20.0566,6.860697999999998,8.466832,13.61563,30.14833,9.307244,4.852279,32.831309999999995,6.2317230000000015,20.15265,8.889548,23.29689,21.56103,2.444388,5.768546,6.304344,14.75354,5.651176,12.28762,12.24168,19.78755,3
GSM616851,21.73938,15.507270000000002,9.803286,4.0540059999999984,12.18496,14.36192,15.61767,4.910882,24.16191,20.31817,8.622029,4.6730589999999985,12.54549,23.87329,10.16278,5.830883999999998,33.57417,6.824261,8.491254,13.87911,24.18967,26.41958,2.631667,6.309405,14.466870000000002,12.89604,7.0648399999999985,10.61779,12.13191,23.27931,3
GSM616852,31.23228,11.60163,14.2072,9.710959,10.06308,19.60301,12.17088,7.046316,27.09631,19.43165,14.20719,28.90605,4.346348,26.93035,9.404978,13.51116,31.980190000000004,7.346774000000001,20.55712,5.523097,26.17806,21.7261,2.827278,10.36347,5.771019,12.78196,12.41796,14.89591,2.77321,20.97393,3
